year,industry,occupation,job_vacancy_rate
2018,"community, social and personal services","professionals, managers and executives",3
2018,"community, social and personal services","non-professionals, managers and executives",2.9
2018,public administration and education,"professionals, managers, executives and technicians",3
2018,public administration and education,"clerical, sales and services workers",2
2018,public administration and education,"production and transport operators, cleaners and labourers",1.5
2018,public administration and education,"professionals, managers and executives",3.2
2018,public administration and education,"non-professionals, managers and executives",2.2
2018,health and social services,"professionals, managers, executives and technicians",2.8
2018,health and social services,"clerical, sales and services workers",3.6
2018,health and social services,"production and transport operators, cleaners and labourers",3.3
2018,health and social services,"professionals, managers and executives",2.5
2018,health and social services,"non-professionals, managers and executives",3.4
2018,"arts, entertainment and recreation","professionals, managers, executives and technicians",2.7
2018,"arts, entertainment and recreation","clerical, sales and services workers",3.1
2018,"arts, entertainment and recreation","production and transport operators, cleaners and labourers",2.2
2018,"arts, entertainment and recreation","professionals, managers and executives",2.7
